Stop
33
4
11
Stop
36
4
72
Stop
36
4
13
Stop
36
4
119
Stop
35
4
13
Stop
35
4
13
Stop
36
0
12
Stop
36
4
12
Stop
35
3
128
Stop
36
4
13
Stop
35
4
12
Stop
36
3
13
Stop
35
4
12
Stop
36
3
12
Stop
36
3
13
Stop
36
3
13
Stop
36
3
13
Stop
36
4
12
Stop
36
3
12
Stop
36
4
13
Stop
36
4
12
Stop
36
4
13
Stop
36
4
12
Stop
34
3
12
Stop
34
4
13
Stop
36
4
12
Stop
34
4
13
Stop
36
4
13
Stop
35
4
76
Stop
36
4
13
Stop
35
4
72
Stop
35
4
13
Stop
33
4
12
Stop
33
4
13
Stop
36
4
89
Stop
35
4
13
Stop
34
3
12
Stop
35
4
13
Stop
37
4
12
Stop
37
3
12
Stop
35
4
13
Stop
37
4
12
Stop
37
3
13
Stop
35
3
12
Stop
38
3
12
Stop
37
3
13
Stop
35
4
12
Stop
34
4
13
Stop
60
3
12
Stop
36
3
13
Stop
35
0
13
Stop
36
4
89
Stop
35
0
13
Stop
34
4
12
Stop
36
4
13
Stop
37
3
12
Stop
35
3
13
Stop
38
4
12
Stop
36
4
13
Stop
35
3
13
Stop
35
4
12
Stop
35
4
12
Stop
34
3
13
Stop
117
4
12
Stop
34
4
13
Stop
117
4
12
Stop
36
3
13
Stop
33
4
12
Stop
35
3
121
Stop
66
4
13
Stop
37
4
12
Stop
36
4
13
Stop
37
3
12
Stop
54
4
12
Stop
35
4
13
Stop
35
3
12
Stop
37
3
12
Stop
112
4
12
Stop
58
4
13
Stop
35
4
12
Stop
36
4
13
Stop
34
3
58
Stop
34
4
13
Stop
100
3
12
Stop
35
3
13
Stop
34
4
104
Stop
60
4
13
Stop
34
4
13
Stop
34
4
12
Stop
34
3
13
Stop
34
4
12
Stop
72
4
12
Stop
35
3
13
Stop
36
0
12
Stop
34
4
13
Stop
70
3
12
Stop
35
3
13
Stop
99
3
12
Stop
35
0
13
Stop
33
4
13
Stop
34
4
63
Stop
34
3
13
Stop
34
3
102
Stop
35
3
13
Stop
34
4
121
Stop
35
3
13
Stop
34
4
13
Stop
36
3
12
Stop
34
4
12
Stop
36
4
13
Stop
109
4
12
Stop
35
3
13
Stop
34
3
12
Stop
34
3
13
Stop
34
3
75
Stop
33
3
13
Stop
36
3
12
Stop
34
3
13
Stop
99
3
12
Stop
34
3
13
Stop
35
3
77
Stop
35
3
13
Stop
35
3
12
Stop
35
3
13
Stop
35
3
78
Stop
34
3
13
Stop
34
3
13
Stop
34
4
13
Stop
33
0
12
Stop
34
3
12
Stop
33
4
13
Stop
35
4
95
Stop
34
3
13
Stop
72
4
13
Stop
34
4
12
Stop
34
3
13
Stop
74
3
12
Stop
36
4
13
Stop
36
0
12
Stop
36
3
13
Stop
34
4
13
Stop
35
4
13
Stop
34
4
12
Stop
34
4
12
Stop
35
3
13
Stop
94
3
12
Stop
35
4
13
Stop
36
4
78
Stop
36
4
13
Stop
37
4
78
Stop
36
4
13
Stop
36
4
66
Stop
36
4
13
Stop
34
4
12
Stop
34
4
13
Stop
70
3
12
Stop
34
3
13
Stop
97
4
12
Stop
36
4
13
Stop
38
4
12
Stop
37
3
13
Stop
34
3
13
Stop
36
4
96
Stop
35
4
13
Stop
34
0
12
Stop
37
4
71
Stop
99
3
12
Stop
36
4
13
Stop
34
4
12
Stop
35
3
13
Stop
34
4
12
Stop
38
3
13
Stop
36
4
13
Stop
34
3
12
Stop
36
4
13
Stop
34
4
12
Stop
100
4
13
Stop
35
3
12
Stop
38
3
13
Stop
107
3
63
Stop
34
3
13
Stop
36
4
93
Stop
34
4
13
Stop
35
3
13
Stop
97
3
12
Stop
35
3
13
Stop
34
4
12
Stop
34
3
12
Stop
35
3
13
Stop
33
3
12
Stop
36
3
80
Stop
34
3
12
Stop
34
3
13
Stop
35
4
66
Stop
34
3
13
Stop
33
5
12
Stop
34
3
13
Stop
37
4
12
Stop
37
4
12
Stop
35
3
13
Stop
36
0
12
Stop
38
3
13
Stop
34
3
12
Stop
35
3
12
Stop
37
3
13
Stop
37
3
12
Stop
34
4
13
Stop
37
3
83
Stop
36
3
13
Stop
33
3
12
Stop
35
3
13
Stop
34
3
13
Stop
37
3
75
Stop
34
4
13
Stop
36
3
12
Stop
35
4
13
Stop
35
4
12
Stop
35
4
13
Stop
34
4
12
Stop
35
4
12
Stop
36
4
13
Stop
34
4
12
Stop
37
4
87
Stop
34
4
12
Stop
34
4
13
Stop
35
4
12
Stop
37
4
100
Stop
35
4
12
Stop
34
3
12
Stop
37
4
13
Stop
36
4
12
Stop
35
4
13
Stop
37
4
81
Stop
35
4
13
Stop
36
4
99
Stop
37
4
13
Stop
34
4
12
Stop
35
